ID,Review Date,Location,Hotel/Restaurant name,Review
rn477979221,"Reviewed April 22, 2017 ", Patong,The Pizza Company,"Saw the restaurant in so many places that I had to try it. It has awesome pizza!! We had the ceaser salad, quesedilla (yummy!) and veg pizza....all for about 500 Bhat (for two people). Really tasty food and fast service."
rn477634239,"Reviewed April 21, 2017 ", Patong,The Pizza Company,We came to this place about 4 time as the pizza tastes great. Lovely garlic bread and the price is cheaper than Pizza Hut
rn473496750,"Reviewed April 7, 2017 ", Patong,The Pizza Company,"I've eaten at this place quite a few times over the years, and always found their pizzas to my liking.
Really enjoy the crust with baked in sausage and cheese.
Lots of good options. Always quite busy. Staff seem well trained and professional."
rn470072914,"Reviewed March 25, 2017 ", Patong,The Pizza Company,"Im addicted to these pizzas! The thin and crispy bases are amazing.
Staff at this store are so friendly and polite!
Might have to sneak back once more before i go."
rn469027931,"Reviewed March 21, 2017 ", Patong,The Pizza Company,We went several times with our 2 kids. We all loved food and service. We recommend it everything was perfect
rn468485698,"Reviewed March 19, 2017 ", Patong,The Pizza Company,"Got an amazing promotion today at Pizza Company, I got 2 pizzas for the price of one! The staff told me that this promotion will end at the end of this mth! I'll definitely be coming back for more delicious pizzas! Ordered the shrimp cocktail...More"
rn467138296,"Reviewed March 14, 2017 ", Patong,The Pizza Company,"Pizza Company used to be our favorite place for pizza whenever we are in Thailand. We loved the tasty pizza dough with olive oil. It's so irresistible! However, our recent visit to Pizza Company was a disappointing one.
We realized the pizza wasn't as tasty...More"
rn462646160,"Reviewed February 25, 2017 ", Patong,The Pizza Company,"so delicious. I would recommend it to families with children.
We went 3 times. We left happily ever after."
rn457247277,"Reviewed February 4, 2017 ", Patong,The Pizza Company,"We stopped for a light dinner after a full day at the beach. You can walk directly from the beach in Patong to this eatery. Outdoor and indoor eating areas. We chose to eat outdoors. Ordered the pan Hawaiian pizza, bread sticks and classic Caesar...More"
rn455926669,"Reviewed January 30, 2017 ", Patong,The Pizza Company,My husband and i ordered 2 pizzas. I ordered pepperoni pizza. My pizza dough was cripsy and tasty . They were the most delicious pizza I ate.
rn452575089,"Reviewed January 17, 2017 ", Patong,The Pizza Company,"Last year , i`d tried this restaurant two time . bacon pizza and another one . Both of them was delicious . I liked tastes . But if you want a Great pizza , i don`t recommend Pizza company ."
rn451988731,"Reviewed January 14, 2017 ", Patong,The Pizza Company,"You access this from the beach road.
I wasn't expecting much as Thai pizza and pasta wasn't exactly well known
We ordered iced tea refill and Diet Coke and two pasta dishes and a thin crispy pizza.
My husband ordered carbonara and I ordered Thai...More"
rn450166088,"Reviewed January 7, 2017 ", Patong,The Pizza Company,"When i come to the restaurant it was almost empty but took 35 min to get the pizza, i have always loved this place but this time i was angry when i left. Long time to wait for food and it was not as good...More"
rn449933616,"Reviewed January 6, 2017 ", Patong,The Pizza Company,"I stopped about 3-4 times at this place in my trip to patong of 5 days, sometimes for dinner and sometimes only for a light snack. The food is nicely prepared be it garlic bread or the pizza. The staff is young and ever ready...More"
rn448459893,"Reviewed January 2, 2017 ", Patong,The Pizza Company,"We ate here late night on the Thawewong Road outlet on patong Beach. We ordered the vegetarian pasta (arabiata and white sauce one) and also the chicken pizza. We went for the crispy thin base one.
Both the pasta and the pizza were delicious although...More"
rn447750590,"Reviewed December 30, 2016 ", Patong,The Pizza Company,Good place for pizza lovers nice taste but the don't serve olive oil on your table Wow even a road side restaurants give you that
rn447614593,"Reviewed December 29, 2016 ", Patong,The Pizza Company,"We try chicken & meet pizza.
The crispy/thin type is highly recommended.
In some branches the chicken & veggies are halal in Patong/Phuket.
The fresh fruit juices are highly recommended as well."
rn447578694,"Reviewed December 29, 2016 ", Patong,The Pizza Company,The worst pizza I have ever had . Medium size pizza is small not enough for a person. The taste was awful the only thing that I could taste was the tomato sauce. Pizza company is a place with bad food and service. Do not...More
rn447191232,"Reviewed December 28, 2016 ", Patong,The Pizza Company,"We ordered a pan chicken trio large pizza, it was for around 500THB. It was a bit pricy but then I really liked the taste. The chicken was well cooked, although they should add more cheese in my opinion. Its undoubtedly the best pizza you...More"
rn447121453,"Reviewed December 28, 2016 ", Patong,The Pizza Company,"Here is a place that you can visit with children and they will enjoy the most. The spinach cheese dish is amazing. The medium veggie pizza (they understood half without mushroom, half with mushroom) was a delight. at 390 Baht it is expensive but tasty."
rn446149135,"Reviewed December 22, 2016 ", Patong,The Pizza Company,Enjoyable spot to sit and watch people coming and going. Decent service and good food. Open kitchen. Restroom upstairs from restaurant.
rn445729023,"Reviewed December 20, 2016 ", Patong,The Pizza Company,"I can't forget here delicious food
The pizza is very juicy richly,
And Thai milk tea are full of traditional Thai style!
There service also good, staff will care your status!
Restaurant are clean and warm!
If you came to Patong your should try it!...More"
rn445530328,"Reviewed December 20, 2016 ", Patong,The Pizza Company,"Pizza company Kata!!!
It's not cheap place, more expensive then other cafe.
Try here best Cesar salad and very tasty Pasta with shrimps and rose sauce!!!
Simple pasta carbonara was nice but not so brilliant like first pasta and chicken was nice too."
rn445489989,"Reviewed December 19, 2016 ", Patong,The Pizza Company,Waiter couldnt tell me how big is the m size pizza and it was really small. You can get better pizza in anywhere else. Waste of money 100%.
rn444559764,"Reviewed December 15, 2016 ", Patong,The Pizza Company,Had been ther on 15/12/16 and we had veggie pizza and it was nice...but the pasta arrabiata was perfectly made with a super indian taste..indians who have difficulty finding veg food in phuket should certainly try this...
rn444210782,"Reviewed December 14, 2016 ", Patong,The Pizza Company,There can be nothing better for Indians in patong...a must go...pizza are sumptuous and remind you of pizzas back home....try the vegeterian pizza I you are vegeterian...
rn444018308,"Reviewed December 13, 2016 ", Patong,The Pizza Company,"Tiny dishes.. went to another place afterwards cause I was still hungry.
In my opinion the small dishes don't justify the expensive price in comparison to other places in the area.."
rn443418232,"Reviewed December 10, 2016 ", Patong,The Pizza Company,"nothing exceptional, jut oily fatty pizza's.... a perfect place when you are drunk and you are looking for oil & cheese"
rn441694347,"Reviewed December 3, 2016 ", Patong,The Pizza Company,"Worst meal I had in patong, the food was not enjoyable in the slightest and we all felt ill leaving the restaurant. Mayo was used as a base on a Hawaiian pizza which mixed with cheese tasted terrible. Sizes were tiny and did not fill...More"
rn439440675,"Reviewed November 23, 2016 ", Patong,The Pizza Company,"very late, service was still excellent and clean with typical good Thai service at anytime I had a great pizza and cold beer"
rn439186896,"Reviewed November 21, 2016 ", Patong,The Pizza Company,"We ate here three times in our 6 days in patong and it was great! Bread sticks are yummy, thin crust was amazing as was the thick crust. Would highly recommend if you are looking for a good pizza"
rn439126268,"Reviewed November 21, 2016 ", Patong,The Pizza Company,"I was pleasantly surprised with the flavoursome pizza, especially in Thailand.
I was on my own and had a lot left over so it was cold pizza for breakfast yummmm"
rn438213178,"Reviewed November 17, 2016 ", Patong,The Pizza Company,Mix of Italian and Thai food. A bit pricey when compared to Thai restaurants. Good experiance. Opposite the best massage parlour I have been to.
rn437878524,"Reviewed November 16, 2016 ", Patong,The Pizza Company,"Mouthwatering range and varities of pizza. If you ever want to have a real recipe of delicious pizza then just head to the Pizza company near to #patongbeach. Beautiful Ambience, Well behaved staffs and the real taste. I just loved it. Thanking my friend @deepak...More"
rn436770846,"Reviewed November 13, 2016 ", Patong,The Pizza Company,I'm really disappointed I should walk back past the kitchen and they use pre-frozen dough that's put into the oven what a waste of money.
rn436123046,"Reviewed November 10, 2016 ", Patong,The Pizza Company,Service was very good and wuick. Pizzas were very yummy. Good price. Definitely recommend going there
rn436119903,"Reviewed November 10, 2016 ", Patong,The Pizza Company,"If you feel the craving to have a nice pizza while on your visit to Thailand then you must pay a visit. It is not an upbeat place but rather average but they serve some really delicious pizza.
As we were looking for halal food...More"
rn434986804,"Reviewed November 6, 2016 ", Patong,The Pizza Company,After we sat down and got the menu the staff decided to do anything other than serve the customers. There was only one other table occupied in the restaurant so it's not like they were busy. We waited a few minutes (probably a few too...More
rn434193970,"Reviewed November 2, 2016 ", Patong,The Pizza Company,"we had ordered some salad, pizza and pasta. over all the food was average. nothing much to talk about. surely we didnt go there again, that says it all. the salad was excellent, pizzas are average and the pasta was also average. staff needs some...More"
rn433791547,"Reviewed November 1, 2016 ", Patong,The Pizza Company,"We ordered take away - ham & pineapple on thin crust - the pizza was as described although not very much ham & pineapple - a lot of cheese and the base really was thin.
Waited 30 minutes for 2 pizzas - staff seemed friendly...More"
rn431080196,"Reviewed October 23, 2016 ", Patong,The Pizza Company,"I ordered a medium pizza and coke.
After two minutes I was told the coke has no gas. So had to order something else I didn't like eventually.
The pizza came after 30! Minutes. It was semi cold and not that tasty.
Won't come back...More"
rn430326470,"Reviewed October 21, 2016 ", Patong,The Pizza Company,"Had a great large pepperoni reasonable rates
in all a good place to eat friendly staff and good atmosphere would return"
rn430222531,"Reviewed October 21, 2016 ", Patong,The Pizza Company,"Its the place for pizza at patong, we expected to have a less service an taste. But whenever we ate it was like good place"
rn429335012,"Reviewed October 18, 2016 ", Patong,The Pizza Company,"On reaching Patong,the very first thing we did was our visit to pizza company.
We had double cheese pizza,garlic bread,thin crust pizza and French fries. All were amazing,specially their thin crust pizza."
rn579710123,Reviewed 1 week ago , Phuket Town,Surf and Turf by Soul Kitchen,"Wow! What a find true TripAdvisor, so happy to had the chance to dine here! StArt with the most amazing restaurant owner ,she is so nice and kind . She designed all the space and interior by herself <f0><U+009F><U+0098><U+008D>her husband and headchef of the restaurant...More"
rn578870903,Reviewed 1 week ago , Phuket Town,Surf and Turf by Soul Kitchen,"Best crossover Food i have ever had
I was fully satisfied
One of The top Restaurants I would recommend in Phuket"
rn576141183,Reviewed 3 weeks ago , Phuket Town,Surf and Turf by Soul Kitchen,"Visited this restaurant based on the reviews by TA. We ordered the beef ravioli, beef tacos and tuna Pizza to start. The ravioli and the tuna pizza was amazing. The tuna pizza was an interesting but yet superb combination of spicy raw tuna with some...More"
rn573849598,Reviewed 4 weeks ago , Phuket Town,Surf and Turf by Soul Kitchen,"Me and my husband went for dinner here last night and we were both very very pleased with food, service and atmosphere.
We will definitely visit again. It is a good idea to book a table. This little gem is very popular and if you...More"
rn572956411,"Reviewed April 12, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,French chef! Really concerned with the quality of his dishes. The fish was amazing! The price was crazy cheap!
rn569897443,"Reviewed March 31, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,The restaurant we wanted to go to was closed and we ended up here instead - what a happy accident! Delicious and interesting food; lovely to see a chef willing to push the boundaries. The duck samosa special was fantastic. Recommended!
rn566644875,"Reviewed March 15, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"Best place I’ve ate so far in this whole country!! I recommend this to everyone who wants top notch soul food! Perfect food, super price!! Chef Tom is always giving the best to make the customers as happy as they can get, successfully! Go and...More"
rn566507878,"Reviewed March 14, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"We wanted some great food to end our trip in Thailand, and after reading the reviews of this place we believed we should try it. Well! We were not disappointed! The food here is incredible! Loved every single bit of it. Bit gutted we only...More"
rn566148749,"Reviewed March 12, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"My husband and I went to this restaurant on our first night in Thailand and after a 2 week holiday around Phuket both agreed this was the most flavoursome.
I am a vegetarian but my husband is not and we both enjoyed our dishes, very...More"
rn562213565,"Reviewed February 22, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,We went with a group of 8 persons for dinner. Unfortunately as we arrived a few other guests arrived which put on some stress on the service and the one man show Owner Chef in the Kitchen. The service staff mixed up the starters which...More
rn562043433,"Reviewed February 21, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,We visited this place because of the extraordinary good reviews. The restaurant is stylish and similarly nice prepared are the meals on plate. The quality however was really not as overwhelming as many times mentioned in other reviews. I don’t know if the chef just...More
rn562008512,"Reviewed February 21, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,This was one of the best restaurants I’ve ever eaten at period. Across the world. My biggest compliments to the chef. Incredible food to the point where we reordered another helping of the beef tacos for dessert!! Portions are smaller but it doesn’t matter. The...More
rn560997112,"Reviewed February 17, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,This was a really good surprise! I searched for some place nice to eat in TripAdvisor and found Surf and Turf. It is a really small restaurant but only that way I think that is possible to keep a service like this. The food was...More
rn559402752,"Reviewed February 9, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"The best food in thailand that we tried, beautiful decoration and ambient... We recomend this place everyone... Love it!!!"
rn558550004,"Reviewed February 5, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"A lovley little Oasis, the menu offers a great combination between western and asian cuisine, surf n' turf and home made ravioli are a must!
Loved it."
rn558291489,"Reviewed February 4, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"Last Wednesday evening it really was cats and dogs in Old Phuket Town and we happened to stumble upon Surf and Turf, seeing it as a bit of refuge out of the rain.
On closer inspection this place looked cool, atmospheric and stylish. We sat...More"
rn556670897,"Reviewed January 27, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"Thank you for really nice food and sevice.
All dishes were grest, but the saffron risotto were 10 out of 10.
See you next time we are in Phuket"
rn554937742,"Reviewed January 20, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,Even though I had to wait pretty long for the food to come it was so worth it! The portions are a bit small so I ordered another dish and it was also very delicious! The combination of an italian dish with thai elements (I...More
rn553921305,"Reviewed January 15, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"This restaurant did not had any menu outside so we enter to ask for a card and have a look before to sit and have dinner there.
The waitress was really rude and said she had card menu only for her customers and if we...More"
rn552679027,"Reviewed January 9, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,"If your in phuket town and a foodie this restaurant is a must visit, beautiful food. European food with a Thai twist."
rn551690999,"Reviewed January 5, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,Can’t say enough about this place. If you don’t eat here you are missing out! The beef tacos were fantastic. I would eat here everyday if I could.
rn551212611,"Reviewed January 3, 2018 ", Phuket Town,Surf and Turf by Soul Kitchen,A Thai friend took us to dinner at this restaurant during the recent Christmas vacation. Everything we ate was delicious. I am not a huge fan of tacos or beef but the beef tacos left us wanting to return for more. This restaurant is a...More
rn548041430,"Reviewed December 19, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,You gotta try the seabass with thai-basil risotto. It's the best thing I ate in my entire vacation in Thailand!
rn547827859,"Reviewed December 18, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"The food is A-M-A-Z-I-N-G. Me and my partner had to go back just two days later, because nothing else would be nearly good enough compared to this restaurant. The atmosphere is so chill and the restaurant has this incredible vibe. As an appatizer we shared...More"
rn547822764,"Reviewed December 18, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"This resturant serves the finest meals to a fair prise. (You get more than you pay for)
To visit Phuket without eating her is a sin.
Perfect location with a broad variation of different dishes and drinks.
If you're looking for a nice eveningmeal, look...More"
rn547491118,"Reviewed December 16, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,The food is amazing! The people are extremely friendly! Surf n Trurf was so good we had it a second time.
rn547450614,"Reviewed December 15, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"nice and great food but place too small ..
worth of money. must try alot thai local people. not baby friendly."
rn546717988,"Reviewed December 11, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"This small restaurant create their own food combinations. I feel like they add Thai ingredient (Chilli) into Europian food,So they have their own style dish that you can try here only! Also nice food styling."
rn545510063,"Reviewed December 6, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Superior interesting cuisine. Highly recommend . Incredibly inexpensive for quality of food. Have been in se asia for 2 weeks and this was my favorite meal
rn545402400,"Reviewed December 5, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"I had the surf & turf, Hubbie had the Chicken Paprika. Both solid meals, great flavors and good execution. I was hoping for more Thai influences; but the meal was good!"
rn544013970,"Reviewed November 29, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,We’ve been several times now and Chef Tom & Pang never disappoint! The flavors they achieve are impressive and adventurous. Best in Phuket Town!
rn543296380,"Reviewed November 26, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Excellent dining experince. Good food. I will definitely come back more often. But it was very difficult to make a reservation, I tried to call, no answer. I sent the email, never responded. I just walked in.More"
rn543259138,"Reviewed November 25, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Absolutely superb food, every single dish was amazing. It was 4 of us so we tried almost everything on the menu. It was delicious"
rn542915542,"Reviewed November 23, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Visited here whilst staying in Phuket, me and my boyfriend enjoyed it so much, I agree with one of earlier posts that it felt like we were eating in Michelin star restaurant. Tacos and tuna tartar (tuna pizza) to start and we both had mains...More"
rn542412198,"Reviewed November 21, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Returned after 6 months so pleased the food is just as wonderful . Presentation and taste the flavors really recommend here. 3 courses is just right. Forgot to photograph the desert to busy enjoying it
rn540371081,"Reviewed November 12, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"A real hidden gem, Simple, small menu and unfussy restaurant, but who needs a lot of choice when the food is this good. As good a meal as I have probably ever had in Thailand. Lamb Massuman, but so far away from your usual Thai...More"
rn531654994,"Reviewed October 10, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"We tried to eat here on the desperate evenings when the restaurant was supposed to be open. Every time the restaurant was closed although we are not sure why.
Can't comment on the food as we didn't get a chance to try it but if...More"
rn531357773,"Reviewed October 9, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Each dish was well prepared both taste and look.
I would like to recommend yellow fin tuna pizza and grilled seabass. The owner served every dish herself and she's friendly. I came back here everytime I go to Phuket."
rn526290168,"Reviewed September 21, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"We havent had food that good for years! Real Soulfood - you can taste the love.
Definetely worth a visit when you are in Phuket.
Very friendly service. Great ambience. Great Chef!
Also great Price-performance ratio.
We will come back for 100%!"
rn523448819,"Reviewed September 11, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Smallish cafe like restaurant.
Prompt friendly (English speaking) service.
The Australian Lamb medallions together with french red wine was good.
Cost 620b net."
rn520475726,"Reviewed September 2, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Last night in Thailand and we decided to try here for a special dinner. Seriously, without question, phenomenal: food, presentation, ambiance wrapped together in a fair price. Had vegetarian, beef, and fish dishes. You owe it to yourself to eat here!"
rn520475127,"Reviewed September 2, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Unbelievable food! I thought we were experiencing a Michelin restaurant. The food was exceptional and the sweet potato ravioli was my favorite! I loved the quaint and hip atmosphere with a view to the kitchen.
rn516140805,"Reviewed August 21, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"A gem of a place located in the heart of Phuket town. The moment you walk in Pang with her smile welcomes you to the place. Chef Tom a young innovative Chef is always creating beautiful, flavorful dishes.
Do not miss the Chef's Table once...More"
rn509020891,"Reviewed August 5, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Wow! What a great find! Very impressed but the chef's imagination and presentation. A fine dining experience but with reasonable prices.
rn506317270,"Reviewed July 27, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,This place is always my favorite place for dinner. I could come alone or with funny friends or with happy family get together. Every single dish never disappoint me. I would love to share this place to every one to try once and you will...More
rn502782129,"Reviewed July 17, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"WOW!
The food is incredible!
This was mine and my gf's first meal in Phuket and definitely in our top 5 meals we've in eaten throughout Thailand!
If your a foodie like me and live to eat delicious food then head here!"
rn501254487,"Reviewed July 12, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"When I visited here yesterday I found out closing this restaurant.
Again I visited here today in the afternoon but still closed.
Open time is 5:00 pm :(
I have a kind of challenging something but third time I succeeded. I tasted Seabass & soup....More"
rn499613917,"Reviewed July 8, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Excellent service and quality of food, though a little disappointed that they didn't have some of the things we originally wanted from the menu, and were advised a 30 minute wait for dessert, though this was understandable as the restaurant was full and there is...More"
rn499067321,"Reviewed July 6, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"I have dinner with my daughter ,
I'm make Reservation on 7 o'clock in the evening , when we arrive the table was not ready
We are the appetiser and maincourse, The service was good
Also the food , only small portions
But many people...More"
rn498405662,"Reviewed July 3, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"We visited Phuket for 6 days and ate here 3 of them. We found the restaurant on trip Advisor and although it's a little expensive for Thailand standards, it had some the best tasting food I've ever had. So much so that when we return...More"
rn495806151,"Reviewed June 25, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,We loved our visit to surf and turf. Food was the best we had in Phuket. Great price and the staff were so lovely.
rn491470249,"Reviewed June 8, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Swerved a couple of other name restaurants in Phuket Town in favour of this cute little place. WOW!! The food is amazing and every bit as good as the 5-Star restaurants in Bangkok. The chef cooks with passion as you watch him through the window...More
rn489243923,"Reviewed May 30, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"The restaurant is a small and cosy restaurant, casual dining but the food here was absolutely delicious! I would come here again without a doubt. The food served here was western with a twist of the Thai cuisine - spices and sauces. I ordered the...More"
rn487826673,"Reviewed May 25, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Not the biggest portion but they follow the rule of not too much on the menu but what is there is done well. We had duck dish and a sea bass. Melt in your mouth fantastic and flavours were excellent. It was one of those...More
rn485497947,"Reviewed May 18, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"We booked three seats/table for our family. All the food looked nice with some decorations and the taste were good. We had Vegetarian starters : mushroom tacos, Chef salad and Tuna tartar. For main dishes we had sea bass, pork chop and honey chicken."
rn485172806,"Reviewed May 17, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"After reading rave reviews we decided to try this restaurant.Small but stylish and intimate,just down the road from the On On hotel.The food was beyond good and would be at home in any great world city.The marriage of ingredients and flavours is unbelievable and the...More"
rn484429690,"Reviewed May 15, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Last night in Phuket and wanted to make sure it was a great meal so after reading the reviews we decided to try out this spot. So glad we did. The place is small so I suggest you call and make a reservation. The chef...More
rn481109364,"Reviewed May 2, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Just a little bistro(about 7-8 tables) you may call to reserve the table before.
Truly recommend Meat homemade ravioli and Salad puff with grill beef cube.
We surely back to try taco again so soooon."
rn479591645,"Reviewed April 27, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"We went here based on the reviews on Tripadvisor and loved it so much that we made another trip to Phuket City just to eat here again! The place is run by a husband and wife team, husband cooks wife is front of house. It...More"
rn473380506,"Reviewed April 7, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,My partner an I came here for dinner. We ordered the mushroom tacos to start. I had the surf and turf for main and my parter had the sweet potato ravioli. We then had matcha fondant for dessert. It was all amazing! Probably one of...More
rn471001325,"Reviewed March 28, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,We were wandering around Old Town looking for a supper spot when we came across this unassuming little bistro. The food was worthy of a 4 or 5 star restaurant anywhere else in the world but was priced like an upscale burger bar. I had...More
rn470593746,"Reviewed March 27, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Stubbled across this little restaurant when looking for another restaurant, which incidentally was closed. From the the outside this restaurant looks like many others, however the thing that really stood out was the quality and taste of the food. There is some funky artwork dotted...More"
rn462808326,"Reviewed February 25, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,It's clear the chef enjoys his cooking. Every dish has been crafted to look as good as they taste. Whether or not the chef has had any formal culinary training or not the dishes are creative and bold in flavor and full of heart. You...More
rn460885945,"Reviewed February 18, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Initially I was a bit disappointed of the size of the dish, but I have to give this 5 stars anyway because of the taste. Amazing!
If you are a grown hungry man you have to expect to buy at least a starter as well....More"
rn460042285,"Reviewed February 15, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,All 7 plates we had blew our minds. The flavours and delicacy in every bite was absolutely delicious. It's art here at Surf and Turf. Come enjoy
rn457868439,"Reviewed February 7, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"After we spent close to 4 weeks here I can honestly say we have eaten the most of food Thailand has to offer.
We are spending the last 3 days in Phuket and came across this restaurant from TripAdvisor.
We where blown away. The restaurant...More"
rn457208157,"Reviewed February 4, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"The place has a modern feel to it, the waitress was very attentive and friendly and the food could not have been better! I had the sea bass and it was cooked to perfection with lovely accompaniments. Would not hesitate to recommend this place to...More"
rn456139372,"Reviewed January 31, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"My wife and I had a combination of fish and steak dishes paired with some local craft beer. Both were absolutely superb. Yes the price is a little higher than usual in Thailand but you're getting some lovely gourmet food.
Only criticism, why not serve...More"
rn456025155,"Reviewed January 30, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"As a vegetarian I initially had a hard time in Phuket, but then I found this place! The chef is very flexible and made delicious veggie tacos and risotto for me. Good wine and beer selection too. Nice atmosphere. Friendly waitress. Highly recommend!"
rn455876141,"Reviewed January 30, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Excellent food. We tried tuna steak. It was very different and delicious. They accept only cash. Enjoy nice food:)
rn455510214,"Reviewed January 28, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Great food for a great price! A must visit if your in Phuket! Quite lil spot my make you second guest it but you shouldn't
rn453763865,"Reviewed January 21, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,Awesome food. Incredibly delicious. Price quality is also spot on ! Perhaps you could add sweet white wine to your wine card :). Must visit for everybody in Phuket Old town. THANK YOU.
rn453468118,"Reviewed January 19, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"It was really well done food with a lot of flavours! It looks really well on the plate!
Exclusive food for McDonald's prices at home. TRY IT!
Prices ranges from 225B-800B (most dishes are around 225-325)"
rn453079851,"Reviewed January 18, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Nice bistrot to try, really quiet place and interesting alternative international kitchen.
Well, there are some problem on the dishes, but could be a nice experience.
The Chef is a nice german guy, inventing strange combination with an italian influence. Lamb was really good but...More"
rn452400495,"Reviewed January 16, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"Although I read good reviews about this place, I was still genuinely surprised about how good the food was.
The Restaurant was small and almost empty when we arrived which, for some reason, made me slightly doubtful, however;
Surf and turf was around 420 baht...More"
rn448404534,"Reviewed January 1, 2017 ", Phuket Town,Surf and Turf by Soul Kitchen,"One of amazing flavors!!! And you can taste the heart & soul the chef puts in his exquisite dishes. Being from New York I would have expected to pay a lot for such well crafted dishes, but prices were not high. When your visiting Phuket,...More"
rn447404673,"Reviewed December 29, 2016 ", Phuket Town,Surf and Turf by Soul Kitchen,"If you're all about delicious food then don't miss visiting this little gem. Yes, a small compromise is made in terms of surroundings (think more relaxed cafe than opulent restaurant) but it's well worth it. The food is the star of the show here and...More"
rn447055416,"Reviewed December 27, 2016 ", Phuket Town,Surf and Turf by Soul Kitchen,"My whife and I was last night at this place recomended by Trip advisor. We were expecting good food - but not that good :))
It is international cousine with a twist of thai cousine - but what a twist!
We orderd ""beef tacos"", and...More"
rn446189254,"Reviewed December 22, 2016 ", Phuket Town,Surf and Turf by Soul Kitchen,"I had two dinners here, and were my best in Thailand with difference. The dishes are not cheap, but when you put the food in your mouth you will understand why you paid what you paid. I cant just but recommend it"
